Owner,League,Year,Week,Player_ID,Player,Position,NFL,Fantasy,Points,Opponent,Age,Source_Week
GSac,Borehamwood (2025),2025,14,12476,Devin Neal,RB,NO,BN,14.90,drjkay,21,14
GSac,Borehamwood (2025),2025,14,12527,Ashton Jeanty,RB,LV,FLEX,4.80,drjkay,21,14
GSac,Borehamwood (2025),2025,14,12530,Travis Hunter,DB,JAX,BN,0.00,drjkay,22,14
GSac,Borehamwood (2025),2025,14,2133,Davante Adams,WR,LAR,WR,4.90,drjkay,32,14
GSac,Borehamwood (2025),2025,14,6904,Jalen Hurts,QB,PHI,QB,0.40,drjkay,26,14
GSac,Borehamwood (2025),2025,14,7049,Jauan Jennings,WR,SF,BN,0.00,drjkay,27,14
GSac,Borehamwood (2025),2025,14,7525,DeVonta Smith,WR,PHI,WR,5.70,drjkay,26,14
GSac,Borehamwood (2025),2025,14,8110,Jake Ferguson,TE,DAL,TE,8.30,drjkay,26,14
GSac,Borehamwood (2025),2025,14,8134,Khalil Shakir,WR,BUF,BN,8.60,drjkay,25,14
GSac,Borehamwood (2025),2025,14,8138,James Cook,RB,BUF,RB,10.10,drjkay,25,14
GSac,Borehamwood (2025),2025,14,8167,Christian Watson,WR,GB,WR,22.90,drjkay,26,14
GSac,Borehamwood (2025),2025,14,9221,Jahmyr Gibbs,RB,DET,RB,33.50,drjkay,23,14
GSac,Borehamwood (2025),2025,14,9504,Kayshon Boutte,WR,NE,BN,0.00,drjkay,23,14
GSac,Borehamwood (2025),2025,14,9508,Tyjae Spears,RB,TEN,BN,5.70,drjkay,23,14
GSac,Borehamwood (2025),2025,14,TB,Tampa Bay Buccaneers,DEF,TB,DEF,5.00,drjkay,0,14
sanfbe,Borehamwood (2025),2025,14,10213,Tre Tucker,WR,LV,BN,3.40,dpol,24,14
sanfbe,Borehamwood (2025),2025,14,10232,Michael Wilson,WR,ARI,WR,31.70,dpol,25,14
sanfbe,Borehamwood (2025),2025,14,10859,Sam LaPorta,TE,DET,BN,0.00,dpol,24,14
sanfbe,Borehamwood (2025),2025,14,11627,Troy Franklin,WR,DEN,BN,2.60,dpol,22,14
sanfbe,Borehamwood (2025),2025,14,12534,Kyle Monangai,RB,CHI,FLEX,8.20,dpol,22,14
sanfbe,Borehamwood (2025),2025,14,1945,Chris Boswell,K,PIT,K,9.00,dpol,34,14
sanfbe,Borehamwood (2025),2025,14,4984,Josh Allen,QB,BUF,QB,43.84,dpol,29,14
sanfbe,Borehamwood (2025),2025,14,5022,Dallas Goedert,TE,PHI,BN,11.80,dpol,30,14
sanfbe,Borehamwood (2025),2025,14,5846,DK Metcalf,WR,PIT,WR,18.30,dpol,27,14
sanfbe,Borehamwood (2025),2025,14,5850,Josh Jacobs,RB,GB,RB,16.20,dpol,27,14
sanfbe,Borehamwood (2025),2025,14,5872,Deebo Samuel,WR,WAS,WR,4.70,dpol,29,14
sanfbe,Borehamwood (2025),2025,14,6865,Colby Parkinson,TE,LAR,TE,10.70,dpol,26,14
sanfbe,Borehamwood (2025),2025,14,7021,Rico Dowdle,RB,CAR,BN,0.00,dpol,26,14
sanfbe,Borehamwood (2025),2025,14,8146,Garrett Wilson,WR,NYJ,BN,0.00,dpol,24,14
sanfbe,Borehamwood (2025),2025,14,9509,Bijan Robinson,RB,ATL,RB,8.40,dpol,23,14
sanfbe,Borehamwood (2025),2025,14,9753,Zach Charbonnet,RB,SEA,BN,7.60,dpol,24,14
sanfbe,Borehamwood (2025),2025,14,9997,Zay Flowers,WR,BAL,BN,16.60,dpol,24,14
sanfbe,Borehamwood (2025),2025,14,PIT,Pittsburgh Steelers,DEF,PIT,DEF,4.00,dpol,0,14
joshjr11,Borehamwood (2025),2025,15,10229,Rashee Rice,WR,KC,WR,8.60,saulgoat,25,15
joshjr11,Borehamwood (2025),2025,15,11631,Brian Thomas,WR,JAX,BN,15.10,saulgoat,22,15
joshjr11,Borehamwood (2025),2025,15,12474,Woody Marks,RB,HOU,RB,10.30,saulgoat,24,15
joshjr11,Borehamwood (2025),2025,15,3451,Ka'imi Fairbairn,K,HOU,K,18.80,saulgoat,31,15
joshjr11,Borehamwood (2025),2025,15,4137,James Conner,RB,ARI,BN,0.00,saulgoat,30,15
joshjr11,Borehamwood (2025),2025,15,6770,Joe Burrow,QB,CIN,QB,5.50,saulgoat,28,15
joshjr11,Borehamwood (2025),2025,15,6794,Justin Jefferson,WR,MIN,WR,3.20,saulgoat,25,15
joshjr11,Borehamwood (2025),2025,15,7564,Ja'Marr Chase,WR,CIN,WR,18.20,saulgoat,25,15
joshjr11,Borehamwood (2025),2025,15,7594,Chuba Hubbard,RB,CAR,BN,4.30,saulgoat,25,15
joshjr11,Borehamwood (2025),2025,15,8112,Drake London,WR,ATL,BN,0.00,saulgoat,23,15
joshjr11,Borehamwood (2025),2025,15,8122,Zonovan Knight,RB,NYJ,BN,-0.20,saulgoat,24,15
joshjr11,Borehamwood (2025),2025,15,8130,Trey McBride,TE,ARI,TE,31.40,saulgoat,25,15
joshjr11,Borehamwood (2025),2025,15,8144,Chris Olave,WR,NO,BN,17.50,saulgoat,24,15
joshjr11,Borehamwood (2025),2025,15,8183,Brock Purdy,QB,SF,BN,32.20,saulgoat,25,15
joshjr11,Borehamwood (2025),2025,15,9224,Chase Brown,RB,CIN,RB,12.50,saulgoat,25,15
joshjr11,Borehamwood (2025),2025,15,9226,De'Von Achane,RB,MIA,FLEX,15.70,saulgoat,23,15
joshjr11,Borehamwood (2025),2025,15,CHI,Chicago Bears,DEF,CHI,DEF,19.00,saulgoat,0,15
joshjr11,Borehamwood (2025),2025,15,DEN,Denver Broncos,DEF,DEN,BN,7.00,saulgoat,0,15
benjlev,Borehamwood (2025),2025,15,11435,Emanuel Wilson,RB,GB,BN,0.30,GSac,26,15
benjlev,Borehamwood (2025),2025,15,11628,Marvin Harrison,WR,ARI,BN,0.00,GSac,22,15
benjlev,Borehamwood (2025),2025,15,11635,Ladd McConkey,WR,LAC,WR,3.00,GSac,23,15
benjlev,Borehamwood (2025),2025,15,1466,Travis Kelce,TE,KC,TE,10.50,GSac,35,15
benjlev,Borehamwood (2025),2025,15,2747,Jason Myers,K,SEA,K,26.30,GSac,34,15
benjlev,Borehamwood (2025),2025,15,3198,Derrick Henry,RB,BAL,RB,10.00,GSac,31,15
benjlev,Borehamwood (2025),2025,15,3321,Tyreek Hill,WR,MIA,BN,0.00,GSac,31,15
benjlev,Borehamwood (2025),2025,15,4199,Aaron Jones,RB,MIN,BN,8.00,GSac,30,15
benjlev,Borehamwood (2025),2025,15,4866,Saquon Barkley,RB,PHI,RB,16.20,GSac,28,15
benjlev,Borehamwood (2025),2025,15,4881,Lamar Jackson,QB,BAL,QB,18.60,GSac,28,15
benjlev,Borehamwood (2025),2025,15,4892,Baker Mayfield,QB,TB,BN,23.18,GSac,30,15
benjlev,Borehamwood (2025),2025,15,5012,Mark Andrews,TE,BAL,BN,2.80,GSac,29,15
benjlev,Borehamwood (2025),2025,15,5892,David Montgomery,RB,DET,BN,9.20,GSac,27,15
benjlev,Borehamwood (2025),2025,15,6783,Jerry Jeudy,WR,CLE,BN,3.20,GSac,26,15
benjlev,Borehamwood (2025),2025,15,8155,Breece Hall,RB,NYJ,FLEX,4.70,GSac,24,15
benjlev,Borehamwood (2025),2025,15,9756,Jordan Addison,WR,MIN,WR,7.60,GSac,23,15
benjlev,Borehamwood (2025),2025,15,MIA,Miami Dolphins,DEF,MIA,DEF,2.00,GSac,0,15
dpol,Borehamwood (2025),2025,15,10219,Chris Rodriguez,RB,WAS,BN,0.00,No Matchup,25,15
dpol,Borehamwood (2025),2025,15,11584,Bucky Irving,RB,TB,RB,7.60,No Matchup,22,15
dpol,Borehamwood (2025),2025,15,11655,Tyrone Tracy,RB,NYG,BN,23.20,No Matchup,25,15
dpol,Borehamwood (2025),2025,15,12481,Cam Skattebo,RB,NYG,BN,0.00,No Matchup,23,15
dpol,Borehamwood (2025),2025,15,12507,Omarion Hampton,RB,LAC,BN,7.00,No Matchup,22,15
dpol,Borehamwood (2025),2025,15,2216,Mike Evans,WR,TB,BN,16.20,No Matchup,31,15
dpol,Borehamwood (2025),2025,15,3257,Jacoby Brissett,QB,ARI,BN,26.56,No Matchup,32,15
dpol,Borehamwood (2025),2025,15,4046,Patrick Mahomes,QB,KC,QB,13.06,No Matchup,29,15
dpol,Borehamwood (2025),2025,15,4217,George Kittle,TE,SF,TE,18.80,No Matchup,31,15
dpol,Borehamwood (2025),2025,15,5859,A.J. Brown,WR,PHI,FLEX,11.10,No Matchup,27,15
dpol,Borehamwood (2025),2025,15,5947,Jakobi Meyers,WR,LV,WR,9.60,No Matchup,28,15
dpol,Borehamwood (2025),2025,15,6786,CeeDee Lamb,WR,DAL,WR,14.10,No Matchup,26,15
dpol,Borehamwood (2025),2025,15,6813,Jonathan Taylor,RB,IND,RB,11.60,No Matchup,26,15
dpol,Borehamwood (2025),2025,15,8126,Wan'Dale Robinson,WR,NYG,BN,13.90,No Matchup,24,15
dpol,Borehamwood (2025),2025,15,8259,Cameron Dicker,K,LAC,K,13.80,No Matchup,25,15
dpol,Borehamwood (2025),2025,15,9493,Puka Nacua,WR,LAR,WR,23.40,No Matchup,24,15
dpol,Borehamwood (2025),2025,15,NE,New England Patriots,DEF,NE,DEF,-2.00,No Matchup,0,15
saulgoat,Borehamwood (2025),2025,15,11539,Jake Bates,K,DET,K,11.80,joshjr11,26,15
saulgoat,Borehamwood (2025),2025,15,11586,Blake Corum,RB,LAR,BN,13.10,joshjr11,24,15
saulgoat,Borehamwood (2025),2025,15,11589,Trey Benson,RB,ARI,BN,0.00,joshjr11,22,15
saulgoat,Borehamwood (2025),2025,15,11632,Malik Nabers,WR,NYG,BN,0.00,joshjr11,21,15
saulgoat,Borehamwood (2025),2025,15,11643,Jaylen Wright,RB,MIA,BN,1.60,joshjr11,22,15
saulgoat,Borehamwood (2025),2025,15,12506,Harold Fannin,TE,CLE,TE,8.50,joshjr11,20,15
saulgoat,Borehamwood (2025),2025,15,12518,Tyler Warren,TE,IND,BN,3.40,joshjr11,23,15
saulgoat,Borehamwood (2025),2025,15,12529,TreVeyon Henderson,RB,NE,FLEX,29.10,joshjr11,22,15
saulgoat,Borehamwood (2025),2025,15,3163,Jared Goff,QB,DET,QB,31.52,joshjr11,30,15
saulgoat,Borehamwood (2025),2025,15,5045,Courtland Sutton,WR,DEN,WR,20.80,joshjr11,29,15
saulgoat,Borehamwood (2025),2025,15,6801,Tee Higgins,WR,CIN,BN,0.00,joshjr11,26,15
saulgoat,Borehamwood (2025),2025,15,7526,Jaylen Waddle,WR,MIA,WR,3.60,joshjr11,26,15
saulgoat,Borehamwood (2025),2025,15,7543,Travis Etienne,RB,JAX,RB,30.00,joshjr11,26,15
saulgoat,Borehamwood (2025),2025,15,7569,Nico Collins,WR,HOU,WR,22.00,joshjr11,26,15
saulgoat,Borehamwood (2025),2025,15,7588,Javonte Williams,RB,DAL,RB,15.10,joshjr11,25,15
saulgoat,Borehamwood (2025),2025,15,8408,Jordan Mason,RB,MIN,BN,2.90,joshjr11,26,15
saulgoat,Borehamwood (2025),2025,15,8676,Rashid Shaheed,WR,NO,BN,9.60,joshjr11,26,15
saulgoat,Borehamwood (2025),2025,15,SF,San Francisco 49ers,DEF,SF,DEF,0.00,joshjr11,0,15
drjkay,Borehamwood (2025),2025,15,10236,Dalton Kincaid,TE,BUF,TE,4.90,sanfbe,25,15
drjkay,Borehamwood (2025),2025,15,12489,RJ Harvey,RB,DEN,RB,10.50,sanfbe,24,15
drjkay,Borehamwood (2025),2025,15,12508,Jaxson Dart,QB,NYG,QB,26.14,sanfbe,22,15
drjkay,Borehamwood (2025),2025,15,12512,Quinshon Judkins,RB,CLE,RB,3.20,sanfbe,21,15
drjkay,Borehamwood (2025),2025,15,12514,Emeka Egbuka,WR,TB,BN,8.40,sanfbe,22,15
drjkay,Borehamwood (2025),2025,15,12526,Tetairoa McMillan,WR,CAR,WR,3.50,sanfbe,22,15
drjkay,Borehamwood (2025),2025,15,12711,Tyler Loop,K,BAL,K,6.00,sanfbe,,15
drjkay,Borehamwood (2025),2025,15,3294,Dak Prescott,QB,DAL,BN,11.96,sanfbe,31,15
drjkay,Borehamwood (2025),2025,15,4098,Kareem Hunt,RB,KC,BN,2.50,sanfbe,29,15
drjkay,Borehamwood (2025),2025,15,6806,J.K. Dobbins,RB,DEN,BN,0.00,sanfbe,26,15
drjkay,Borehamwood (2025),2025,15,6819,Michael Pittman,WR,IND,BN,4.10,sanfbe,27,15
drjkay,Borehamwood (2025),2025,15,7567,Kenneth Gainwell,RB,PIT,FLEX,16.10,sanfbe,26,15
drjkay,Borehamwood (2025),2025,15,8137,George Pickens,WR,DAL,WR,4.80,sanfbe,24,15
drjkay,Borehamwood (2025),2025,15,8228,Jaylen Warren,RB,PIT,BN,6.30,sanfbe,26,15
drjkay,Borehamwood (2025),2025,15,9480,Brenton Strange,TE,JAX,BN,3.10,sanfbe,24,15
drjkay,Borehamwood (2025),2025,15,9488,Jaxon Smith-Njigba,WR,SEA,WR,14.80,sanfbe,23,15
drjkay,Borehamwood (2025),2025,15,SEA,Seattle Seahawks,DEF,SEA,DEF,5.00,sanfbe,0,15
AlastairL,Borehamwood (2025),2025,15,11533,Brandon Aubrey,K,DAL,K,17.50,No Matchup,30,15
AlastairL,Borehamwood (2025),2025,15,11564,Drake Maye,QB,NE,BN,20.50,No Matchup,22,15
AlastairL,Borehamwood (2025),2025,15,11604,Brock Bowers,TE,LV,TE,5.80,No Matchup,22,15
AlastairL,Borehamwood (2025),2025,15,2449,Stefon Diggs,WR,NE,WR,4.10,No Matchup,31,15
AlastairL,Borehamwood (2025),2025,15,4034,Christian McCaffrey,RB,SF,BN,15.20,No Matchup,28,15
AlastairL,Borehamwood (2025),2025,15,421,Matthew Stafford,QB,LAR,QB,24.92,No Matchup,37,15
AlastairL,Borehamwood (2025),2025,15,5927,Terry McLaurin,WR,WAS,WR,14.40,No Matchup,29,15
AlastairL,Borehamwood (2025),2025,15,5967,Tony Pollard,RB,TEN,BN,17.70,No Matchup,28,15
AlastairL,Borehamwood (2025),2025,15,6790,D'Andre Swift,RB,CHI,FLEX,22.10,No Matchup,26,15
AlastairL,Borehamwood (2025),2025,15,7547,Amon-Ra St. Brown,WR,DET,BN,34.90,No Matchup,25,15
AlastairL,Borehamwood (2025),2025,15,8132,Tyler Allgeier,RB,ATL,RB,1.80,No Matchup,25,15
AlastairL,Borehamwood (2025),2025,15,8142,Alec Pierce,WR,IND,WR,2.10,No Matchup,25,15
AlastairL,Borehamwood (2025),2025,15,8148,Jameson Williams,WR,DET,BN,22.90,No Matchup,24,15
AlastairL,Borehamwood (2025),2025,15,8150,Kyren Williams,RB,LAR,BN,21.30,No Matchup,24,15
AlastairL,Borehamwood (2025),2025,15,8151,Kenneth Walker,RB,SEA,BN,2.40,No Matchup,24,15
AlastairL,Borehamwood (2025),2025,15,8154,Brian Robinson,RB,WAS,RB,2.10,No Matchup,26,15
AlastairL,Borehamwood (2025),2025,15,HOU,Houston Texans,DEF,HOU,DEF,8.00,No Matchup,0,15
GSac,Borehamwood (2025),2025,15,11620,Rome Odunze,WR,CHI,BN,0.00,benjlev,22,15
GSac,Borehamwood (2025),2025,15,11786,Cam Little,K,JAX,K,12.30,benjlev,21,15
GSac,Borehamwood (2025),2025,15,12476,Devin Neal,RB,NO,BN,9.70,benjlev,21,15
GSac,Borehamwood (2025),2025,15,12527,Ashton Jeanty,RB,LV,FLEX,6.20,benjlev,21,15
GSac,Borehamwood (2025),2025,15,12530,Travis Hunter,DB,JAX,BN,0.00,benjlev,22,15
GSac,Borehamwood (2025),2025,15,2133,Davante Adams,WR,LAR,WR,9.10,benjlev,32,15
GSac,Borehamwood (2025),2025,15,6904,Jalen Hurts,QB,PHI,QB,28.90,benjlev,26,15
GSac,Borehamwood (2025),2025,15,7049,Jauan Jennings,WR,SF,BN,17.20,benjlev,27,15
GSac,Borehamwood (2025),2025,15,7525,DeVonta Smith,WR,PHI,WR,6.00,benjlev,26,15
GSac,Borehamwood (2025),2025,15,8110,Jake Ferguson,TE,DAL,TE,2.60,benjlev,26,15
GSac,Borehamwood (2025),2025,15,8134,Khalil Shakir,WR,BUF,BN,9.00,benjlev,25,15
GSac,Borehamwood (2025),2025,15,8138,James Cook,RB,BUF,RB,30.10,benjlev,25,15
GSac,Borehamwood (2025),2025,15,8167,Christian Watson,WR,GB,WR,4.40,benjlev,26,15
GSac,Borehamwood (2025),2025,15,9221,Jahmyr Gibbs,RB,DET,RB,7.80,benjlev,23,15
GSac,Borehamwood (2025),2025,15,9504,Kayshon Boutte,WR,NE,BN,3.50,benjlev,23,15
GSac,Borehamwood (2025),2025,15,9508,Tyjae Spears,RB,TEN,BN,4.60,benjlev,23,15
GSac,Borehamwood (2025),2025,15,JAX,Jacksonville Jaguars,DEF,JAX,BN,11.00,benjlev,0,15
sanfbe,Borehamwood (2025),2025,15,10213,Tre Tucker,WR,LV,BN,0.00,drjkay,24,15
sanfbe,Borehamwood (2025),2025,15,10232,Michael Wilson,WR,ARI,WR,13.90,drjkay,25,15
sanfbe,Borehamwood (2025),2025,15,10859,Sam LaPorta,TE,DET,BN,0.00,drjkay,24,15
sanfbe,Borehamwood (2025),2025,15,11627,Troy Franklin,WR,DEN,BN,17.80,drjkay,22,15
sanfbe,Borehamwood (2025),2025,15,12534,Kyle Monangai,RB,CHI,BN,3.30,drjkay,22,15
sanfbe,Borehamwood (2025),2025,15,4984,Josh Allen,QB,BUF,QB,30.52,drjkay,29,15
sanfbe,Borehamwood (2025),2025,15,5022,Dallas Goedert,TE,PHI,BN,22.00,drjkay,30,15
sanfbe,Borehamwood (2025),2025,15,5846,DK Metcalf,WR,PIT,WR,13.00,drjkay,27,15
sanfbe,Borehamwood (2025),2025,15,5850,Josh Jacobs,RB,GB,RB,22.20,drjkay,27,15
sanfbe,Borehamwood (2025),2025,15,5872,Deebo Samuel,WR,WAS,WR,5.80,drjkay,29,15
sanfbe,Borehamwood (2025),2025,15,6865,Colby Parkinson,TE,LAR,TE,22.00,drjkay,26,15
sanfbe,Borehamwood (2025),2025,15,7021,Rico Dowdle,RB,CAR,FLEX,11.90,drjkay,26,15
sanfbe,Borehamwood (2025),2025,15,7839,Evan McPherson,K,CIN,K,0.00,drjkay,25,15
sanfbe,Borehamwood (2025),2025,15,8146,Garrett Wilson,WR,NYJ,BN,0.00,drjkay,24,15
sanfbe,Borehamwood (2025),2025,15,9509,Bijan Robinson,RB,ATL,RB,25.50,drjkay,23,15
sanfbe,Borehamwood (2025),2025,15,9753,Zach Charbonnet,RB,SEA,BN,3.10,drjkay,24,15
sanfbe,Borehamwood (2025),2025,15,9997,Zay Flowers,WR,BAL,BN,14.30,drjkay,24,15
sanfbe,Borehamwood (2025),2025,15,PHI,Philadelphia Eagles,DEF,PHI,DEF,16.00,drjkay,0,15
joshjr11,Borehamwood (2025),2025,16,10229,Rashee Rice,WR,KC,BN,0.00,drjkay,25,16
joshjr11,Borehamwood (2025),2025,16,11631,Brian Thomas,WR,JAX,BN,2.80,drjkay,22,16
joshjr11,Borehamwood (2025),2025,16,12474,Woody Marks,RB,HOU,BN,0.00,drjkay,24,16
joshjr11,Borehamwood (2025),2025,16,3451,Ka'imi Fairbairn,K,HOU,K,17.40,drjkay,31,16
joshjr11,Borehamwood (2025),2025,16,4137,James Conner,RB,ARI,BN,0.00,drjkay,30,16
joshjr11,Borehamwood (2025),2025,16,6770,Joe Burrow,QB,CIN,QB,36.96,drjkay,28,16
joshjr11,Borehamwood (2025),2025,16,6794,Justin Jefferson,WR,MIN,WR,11.50,drjkay,25,16
joshjr11,Borehamwood (2025),2025,16,7564,Ja'Marr Chase,WR,CIN,WR,15.40,drjkay,25,16
joshjr11,Borehamwood (2025),2025,16,7594,Chuba Hubbard,RB,CAR,BN,3.90,drjkay,25,16
joshjr11,Borehamwood (2025),2025,16,8112,Drake London,WR,ATL,FLEX,4.20,drjkay,23,16
joshjr11,Borehamwood (2025),2025,16,8130,Trey McBride,TE,ARI,TE,4.70,drjkay,25,16
joshjr11,Borehamwood (2025),2025,16,8144,Chris Olave,WR,NO,WR,31.80,drjkay,24,16
joshjr11,Borehamwood (2025),2025,16,8183,Brock Purdy,QB,SF,BN,40.90,drjkay,25,16
joshjr11,Borehamwood (2025),2025,16,9224,Chase Brown,RB,CIN,RB,30.90,drjkay,25,16
joshjr11,Borehamwood (2025),2025,16,9226,De'Von Achane,RB,MIA,RB,16.50,drjkay,23,16
joshjr11,Borehamwood (2025),2025,16,CHI,Chicago Bears,DEF,CHI,BN,6.00,drjkay,0,16
joshjr11,Borehamwood (2025),2025,16,DEN,Denver Broncos,DEF,DEN,DEF,4.00,drjkay,0,16
benjlev,Borehamwood (2025),2025,16,11435,Emanuel Wilson,RB,GB,BN,8.20,No Matchup,26,16
benjlev,Borehamwood (2025),2025,16,11628,Marvin Harrison,WR,ARI,BN,1.90,No Matchup,22,16
benjlev,Borehamwood (2025),2025,16,11635,Ladd McConkey,WR,LAC,WR,12.30,No Matchup,23,16
benjlev,Borehamwood (2025),2025,16,1466,Travis Kelce,TE,KC,TE,1.10,No Matchup,35,16
benjlev,Borehamwood (2025),2025,16,2747,Jason Myers,K,SEA,K,2.00,No Matchup,34,16
benjlev,Borehamwood (2025),2025,16,3198,Derrick Henry,RB,BAL,RB,22.80,No Matchup,31,16
benjlev,Borehamwood (2025),2025,16,3321,Tyreek Hill,WR,MIA,BN,0.00,No Matchup,31,16
benjlev,Borehamwood (2025),2025,16,4199,Aaron Jones,RB,MIN,BN,10.30,No Matchup,30,16
benjlev,Borehamwood (2025),2025,16,4866,Saquon Barkley,RB,PHI,RB,21.20,No Matchup,28,16
benjlev,Borehamwood (2025),2025,16,4881,Lamar Jackson,QB,BAL,QB,4.74,No Matchup,28,16
benjlev,Borehamwood (2025),2025,16,4892,Baker Mayfield,QB,TB,BN,14.70,No Matchup,30,16
benjlev,Borehamwood (2025),2025,16,5012,Mark Andrews,TE,BAL,BN,3.40,No Matchup,29,16
benjlev,Borehamwood (2025),2025,16,5892,David Montgomery,RB,DET,BN,1.40,No Matchup,27,16
benjlev,Borehamwood (2025),2025,16,6783,Jerry Jeudy,WR,CLE,BN,2.70,No Matchup,26,16
benjlev,Borehamwood (2025),2025,16,8155,Breece Hall,RB,NYJ,FLEX,7.30,No Matchup,24,16
benjlev,Borehamwood (2025),2025,16,9756,Jordan Addison,WR,MIN,WR,3.60,No Matchup,23,16
benjlev,Borehamwood (2025),2025,16,MIA,Miami Dolphins,DEF,MIA,DEF,-2.00,No Matchup,0,16
dpol,Borehamwood (2025),2025,16,10219,Chris Rodriguez,RB,WAS,BN,13.40,sanfbe,25,16
dpol,Borehamwood (2025),2025,16,11584,Bucky Irving,RB,TB,RB,7.10,sanfbe,22,16
dpol,Borehamwood (2025),2025,16,11655,Tyrone Tracy,RB,NYG,BN,8.80,sanfbe,25,16
dpol,Borehamwood (2025),2025,16,12481,Cam Skattebo,RB,NYG,BN,0.00,sanfbe,23,16
dpol,Borehamwood (2025),2025,16,12507,Omarion Hampton,RB,LAC,BN,16.00,sanfbe,22,16
dpol,Borehamwood (2025),2025,16,2216,Mike Evans,WR,TB,FLEX,11.60,sanfbe,31,16
dpol,Borehamwood (2025),2025,16,3257,Jacoby Brissett,QB,ARI,QB,12.62,sanfbe,32,16
dpol,Borehamwood (2025),2025,16,4217,George Kittle,TE,SF,TE,21.00,sanfbe,31,16
dpol,Borehamwood (2025),2025,16,5859,A.J. Brown,WR,PHI,WR,14.00,sanfbe,27,16
dpol,Borehamwood (2025),2025,16,5947,Jakobi Meyers,WR,LV,BN,6.60,sanfbe,28,16
dpol,Borehamwood (2025),2025,16,6786,CeeDee Lamb,WR,DAL,WR,8.10,sanfbe,26,16
dpol,Borehamwood (2025),2025,16,6813,Jonathan Taylor,RB,IND,RB,15.40,sanfbe,26,16
dpol,Borehamwood (2025),2025,16,8126,Wan'Dale Robinson,WR,NYG,BN,3.70,sanfbe,24,16
dpol,Borehamwood (2025),2025,16,8259,Cameron Dicker,K,LAC,K,10.70,sanfbe,25,16
dpol,Borehamwood (2025),2025,16,9493,Puka Nacua,WR,LAR,WR,40.50,sanfbe,24,16
dpol,Borehamwood (2025),2025,16,NE,New England Patriots,DEF,NE,BN,5.00,sanfbe,0,16
dpol,Borehamwood (2025),2025,16,NO,New Orleans Saints,DEF,NO,DEF,20.00,sanfbe,0,16
saulgoat,Borehamwood (2025),2025,16,11539,Jake Bates,K,DET,K,6.60,AlastairL,26,16
saulgoat,Borehamwood (2025),2025,16,11586,Blake Corum,RB,LAR,BN,12.60,AlastairL,24,16
saulgoat,Borehamwood (2025),2025,16,11589,Trey Benson,RB,ARI,BN,0.00,AlastairL,22,16
saulgoat,Borehamwood (2025),2025,16,11632,Malik Nabers,WR,NYG,BN,0.00,AlastairL,21,16
saulgoat,Borehamwood (2025),2025,16,11643,Jaylen Wright,RB,MIA,BN,11.80,AlastairL,22,16
saulgoat,Borehamwood (2025),2025,16,12506,Harold Fannin,TE,CLE,BN,17.50,AlastairL,20,16
saulgoat,Borehamwood (2025),2025,16,12529,TreVeyon Henderson,RB,NE,FLEX,1.70,AlastairL,22,16
saulgoat,Borehamwood (2025),2025,16,2505,Darren Waller,TE,,TE,5.50,AlastairL,32,16
saulgoat,Borehamwood (2025),2025,16,3163,Jared Goff,QB,DET,QB,32.46,AlastairL,30,16
saulgoat,Borehamwood (2025),2025,16,5045,Courtland Sutton,WR,DEN,WR,17.60,AlastairL,29,16
saulgoat,Borehamwood (2025),2025,16,6801,Tee Higgins,WR,CIN,WR,12.80,AlastairL,26,16
saulgoat,Borehamwood (2025),2025,16,7526,Jaylen Waddle,WR,MIA,BN,9.70,AlastairL,26,16
saulgoat,Borehamwood (2025),2025,16,7543,Travis Etienne,RB,JAX,RB,14.60,AlastairL,26,16
saulgoat,Borehamwood (2025),2025,16,7569,Nico Collins,WR,HOU,WR,7.90,AlastairL,26,16
saulgoat,Borehamwood (2025),2025,16,7588,Javonte Williams,RB,DAL,RB,5.30,AlastairL,25,16
saulgoat,Borehamwood (2025),2025,16,7607,Michael Carter,RB,ARI,BN,6.50,AlastairL,26,16
saulgoat,Borehamwood (2025),2025,16,8408,Jordan Mason,RB,MIN,BN,1.60,AlastairL,26,16
saulgoat,Borehamwood (2025),2025,16,BUF,Buffalo Bills,DEF,BUF,DEF,9.00,AlastairL,0,16
drjkay,Borehamwood (2025),2025,16,10236,Dalton Kincaid,TE,BUF,TE,0.00,joshjr11,25,16
drjkay,Borehamwood (2025),2025,16,12489,RJ Harvey,RB,DEN,RB,20.10,joshjr11,24,16
drjkay,Borehamwood (2025),2025,16,12508,Jaxson Dart,QB,NYG,QB,0.02,joshjr11,22,16
drjkay,Borehamwood (2025),2025,16,12512,Quinshon Judkins,RB,CLE,RB,7.60,joshjr11,21,16
drjkay,Borehamwood (2025),2025,16,12514,Emeka Egbuka,WR,TB,BN,4.50,joshjr11,22,16
drjkay,Borehamwood (2025),2025,16,12526,Tetairoa McMillan,WR,CAR,WR,16.30,joshjr11,22,16
drjkay,Borehamwood (2025),2025,16,12711,Tyler Loop,K,BAL,K,6.60,joshjr11,,16
drjkay,Borehamwood (2025),2025,16,3294,Dak Prescott,QB,DAL,BN,23.16,joshjr11,31,16
drjkay,Borehamwood (2025),2025,16,4098,Kareem Hunt,RB,KC,BN,0.20,joshjr11,29,16
drjkay,Borehamwood (2025),2025,16,6806,J.K. Dobbins,RB,DEN,BN,0.00,joshjr11,26,16
drjkay,Borehamwood (2025),2025,16,6819,Michael Pittman,WR,IND,BN,5.20,joshjr11,27,16
